"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"C6","0603_-_NO_SILK","9250mil","11833mil","9250mil","11833mil","9250mil","11866mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","9250mil","11673mil","9250mil","11673mil","9250mil","11706mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","8870mil","11673mil","8870mil","11673mil","8870mil","11706mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","8334.25mil","11833.003mil","8334.25mil","11833.003mil","8334.25mil","11866.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","8334.25mil","11673.003mil","8334.25mil","11673.003mil","8334.25mil","11706.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","7954.25mil","11673.003mil","7954.25mil","11673.003mil","7954.25mil","11706.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","8740mil","15543mil","8740mil","15543mil","8740mil","15576mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","9066.378mil","14560.795mil","9066.378mil","14826.543mil","8796.693mil","14826.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","8239.606mil","14560.795mil","8239.606mil","14826.543mil","7969.921mil","14826.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","7525.827mil","14394.496mil","7640mil","14363mil","7549.449mil","14264.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","7525.827mil","14784.496mil","7640mil","14753mil","7549.449mil","14654.575mil","T","270.00","Thermistor A"
"U2","SOIC8","9110mil","15150.008mil","9110mil","15150.008mil","9035mil","15057.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","8187.793mil","15150.011mil","8187.793mil","15150.011mil","8112.793mil","15057.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","9300mil","16267.173mil","9300mil","15403mil","9300mil","15509.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","7370mil","16238.827mil","7370mil","17103mil","7370mil","16996.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","8630mil","15153mil","8630mil","15153mil","8667.402mil","15196.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","8740mil","15693mil","8740mil","15693mil","8740mil","15726mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","9190mil","14973mil","9190mil","14973mil","9223mil","14973mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","7756.926mil","15036.777mil","7756.926mil","15036.777mil","7723.926mil","15036.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","7756.929mil","15229.675mil","7756.929mil","15229.675mil","7723.929mil","15229.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","9190mil","15333mil","9190mil","15333mil","9223mil","15333mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","9370mil","15073mil","9370mil","15073mil","9370mil","15106mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","8950mil","15073mil","8950mil","15073mil","8950mil","15106mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","8790mil","15073mil","8790mil","15073mil","8790mil","15106mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","9370mil","15233mil","9370mil","15233mil","9370mil","15200mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","9050mil","15333mil","9050mil","15333mil","9017mil","15333mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","9050mil","14973mil","9050mil","14973mil","9017mil","14973mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","8274.25mil","14973.003mil","8274.25mil","14973.003mil","8307.25mil","14973.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","8274.25mil","15333.003mil","8274.25mil","15333.003mil","8307.25mil","15333.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","8454.25mil","15073.003mil","8454.25mil","15073.003mil","8454.25mil","15106.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","8034.25mil","15073.003mil","8034.25mil","15073.003mil","8034.25mil","15106.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","7874.25mil","15073.003mil","7874.25mil","15073.003mil","7874.25mil","15106.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","8454.25mil","15233.003mil","8454.25mil","15233.003mil","8454.25mil","15200.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","8134.25mil","15333.003mil","8134.25mil","15333.003mil","8101.25mil","15333.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","8134.25mil","14973.003mil","8134.25mil","14973.003mil","8101.25mil","14973.003mil","T","360.00","Resistor"
"H2","HDR1X12","8640mil","16403mil","8640mil","16953mil","8640mil","16953mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","7940mil","16403mil","7940mil","16953mil","7940mil","16953mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","8215mil","16703mil","8215mil","16703mil","8215mil","16736mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","8415mil","16703mil","8415mil","16703mil","8415mil","16736mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","7756.926mil","15116.777mil","7756.926mil","15116.777mil","7723.926mil","15116.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","7756.929mil","15309.675mil","7756.929mil","15309.675mil","7723.929mil","15309.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","8630mil","15033mil","8630mil","15033mil","8597mil","15033mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","8515mil","16703mil","8515mil","16703mil","8515mil","16736mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","8315mil","16703mil","8315mil","16703mil","8315mil","16736mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","9250mil","15233mil","9250mil","15233mil","9250mil","15266mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","9250mil","15073mil","9250mil","15073mil","9250mil","15106mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","8870mil","15073mil","8870mil","15073mil","8870mil","15106mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","8334.25mil","15233.003mil","8334.25mil","15233.003mil","8334.25mil","15266.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","8334.25mil","15073.003mil","8334.25mil","15073.003mil","8334.25mil","15106.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","7954.25mil","15073.003mil","7954.25mil","15073.003mil","7954.25mil","15106.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","11140mil","1943mil","11140mil","1943mil","11140mil","1976mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","11466.378mil","960.795mil","11466.378mil","1226.543mil","11196.693mil","1226.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","10639.606mil","960.795mil","10639.606mil","1226.543mil","10369.921mil","1226.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","9925.827mil","794.496mil","10040mil","763mil","9949.449mil","664.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","9925.827mil","1184.496mil","10040mil","1153mil","9949.449mil","1054.575mil","T","270.00","Thermistor A"
"U2","SOIC8","11510mil","1550.008mil","11510mil","1550.008mil","11435mil","1457.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","10587.793mil","1550.011mil","10587.793mil","1550.011mil","10512.793mil","1457.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","11700mil","2667.173mil","11700mil","1803mil","11700mil","1909.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","9770mil","2638.827mil","9770mil","3503mil","9770mil","3396.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","11030mil","1553mil","11030mil","1553mil","11067.402mil","1596.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","11140mil","2093mil","11140mil","2093mil","11140mil","2126mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","11590mil","1373mil","11590mil","1373mil","11623mil","1373mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","10156.926mil","1436.777mil","10156.926mil","1436.777mil","10123.926mil","1436.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","10156.929mil","1629.675mil","10156.929mil","1629.675mil","10123.929mil","1629.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","11590mil","1733mil","11590mil","1733mil","11623mil","1733mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","11770mil","1473mil","11770mil","1473mil","11770mil","1506mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","11350mil","1473mil","11350mil","1473mil","11350mil","1506mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","11190mil","1473mil","11190mil","1473mil","11190mil","1506mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","11770mil","1633mil","11770mil","1633mil","11770mil","1600mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","11450mil","1733mil","11450mil","1733mil","11417mil","1733mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","11450mil","1373mil","11450mil","1373mil","11417mil","1373mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","10674.25mil","1373.003mil","10674.25mil","1373.003mil","10707.25mil","1373.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","10674.25mil","1733.003mil","10674.25mil","1733.003mil","10707.25mil","1733.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","10854.25mil","1473.003mil","10854.25mil","1473.003mil","10854.25mil","1506.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","10434.25mil","1473.003mil","10434.25mil","1473.003mil","10434.25mil","1506.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","10274.25mil","1473.003mil","10274.25mil","1473.003mil","10274.25mil","1506.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","10854.25mil","1633.003mil","10854.25mil","1633.003mil","10854.25mil","1600.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","10534.25mil","1733.003mil","10534.25mil","1733.003mil","10501.25mil","1733.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","10534.25mil","1373.003mil","10534.25mil","1373.003mil","10501.25mil","1373.003mil","T","360.00","Resistor"
"H2","HDR1X12","11040mil","2803mil","11040mil","3353mil","11040mil","3353mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","10340mil","2803mil","10340mil","3353mil","10340mil","3353mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","10615mil","3103mil","10615mil","3103mil","10615mil","3136mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","10815mil","3103mil","10815mil","3103mil","10815mil","3136mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","10156.926mil","1516.777mil","10156.926mil","1516.777mil","10123.926mil","1516.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","10156.929mil","1709.675mil","10156.929mil","1709.675mil","10123.929mil","1709.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","11030mil","1433mil","11030mil","1433mil","10997mil","1433mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","10915mil","3103mil","10915mil","3103mil","10915mil","3136mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","10715mil","3103mil","10715mil","3103mil","10715mil","3136mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","11650mil","1633mil","11650mil","1633mil","11650mil","1666mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","11650mil","1473mil","11650mil","1473mil","11650mil","1506mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","11270mil","1473mil","11270mil","1473mil","11270mil","1506mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","10734.25mil","1633.003mil","10734.25mil","1633.003mil","10734.25mil","1666.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","10734.25mil","1473.003mil","10734.25mil","1473.003mil","10734.25mil","1506.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","10354.25mil","1473.003mil","10354.25mil","1473.003mil","10354.25mil","1506.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","11140mil","5343mil","11140mil","5343mil","11140mil","5376mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","11466.378mil","4360.795mil","11466.378mil","4626.543mil","11196.693mil","4626.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","10639.606mil","4360.795mil","10639.606mil","4626.543mil","10369.921mil","4626.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","9925.827mil","4194.496mil","10040mil","4163mil","9949.449mil","4064.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","9925.827mil","4584.496mil","10040mil","4553mil","9949.449mil","4454.575mil","T","270.00","Thermistor A"
"U2","SOIC8","11510mil","4950.008mil","11510mil","4950.008mil","11435mil","4857.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","10587.793mil","4950.011mil","10587.793mil","4950.011mil","10512.793mil","4857.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","11700mil","6067.173mil","11700mil","5203mil","11700mil","5309.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","9770mil","6038.827mil","9770mil","6903mil","9770mil","6796.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","11030mil","4953mil","11030mil","4953mil","11067.402mil","4996.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","11140mil","5493mil","11140mil","5493mil","11140mil","5526mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","11590mil","4773mil","11590mil","4773mil","11623mil","4773mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","10156.926mil","4836.777mil","10156.926mil","4836.777mil","10123.926mil","4836.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","10156.929mil","5029.675mil","10156.929mil","5029.675mil","10123.929mil","5029.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","11590mil","5133mil","11590mil","5133mil","11623mil","5133mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","11770mil","4873mil","11770mil","4873mil","11770mil","4906mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","11350mil","4873mil","11350mil","4873mil","11350mil","4906mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","11190mil","4873mil","11190mil","4873mil","11190mil","4906mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","11770mil","5033mil","11770mil","5033mil","11770mil","5000mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","11450mil","5133mil","11450mil","5133mil","11417mil","5133mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","11450mil","4773mil","11450mil","4773mil","11417mil","4773mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","10674.25mil","4773.003mil","10674.25mil","4773.003mil","10707.25mil","4773.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","10674.25mil","5133.003mil","10674.25mil","5133.003mil","10707.25mil","5133.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","10854.25mil","4873.003mil","10854.25mil","4873.003mil","10854.25mil","4906.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","10434.25mil","4873.003mil","10434.25mil","4873.003mil","10434.25mil","4906.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","10274.25mil","4873.003mil","10274.25mil","4873.003mil","10274.25mil","4906.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","10854.25mil","5033.003mil","10854.25mil","5033.003mil","10854.25mil","5000.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","10534.25mil","5133.003mil","10534.25mil","5133.003mil","10501.25mil","5133.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","10534.25mil","4773.003mil","10534.25mil","4773.003mil","10501.25mil","4773.003mil","T","360.00","Resistor"
"H2","HDR1X12","11040mil","6203mil","11040mil","6753mil","11040mil","6753mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","10340mil","6203mil","10340mil","6753mil","10340mil","6753mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","10615mil","6503mil","10615mil","6503mil","10615mil","6536mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","10815mil","6503mil","10815mil","6503mil","10815mil","6536mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","10156.926mil","4916.777mil","10156.926mil","4916.777mil","10123.926mil","4916.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","10156.929mil","5109.675mil","10156.929mil","5109.675mil","10123.929mil","5109.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","11030mil","4833mil","11030mil","4833mil","10997mil","4833mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","10915mil","6503mil","10915mil","6503mil","10915mil","6536mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","10715mil","6503mil","10715mil","6503mil","10715mil","6536mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","11650mil","5033mil","11650mil","5033mil","11650mil","5066mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","11650mil","4873mil","11650mil","4873mil","11650mil","4906mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","11270mil","4873mil","11270mil","4873mil","11270mil","4906mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","10734.25mil","5033.003mil","10734.25mil","5033.003mil","10734.25mil","5066.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","10734.25mil","4873.003mil","10734.25mil","4873.003mil","10734.25mil","4906.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","10354.25mil","4873.003mil","10354.25mil","4873.003mil","10354.25mil","4906.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","11140mil","8743mil","11140mil","8743mil","11140mil","8776mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","11466.378mil","7760.795mil","11466.378mil","8026.543mil","11196.693mil","8026.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","10639.606mil","7760.795mil","10639.606mil","8026.543mil","10369.921mil","8026.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","9925.827mil","7594.496mil","10040mil","7563mil","9949.449mil","7464.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","9925.827mil","7984.496mil","10040mil","7953mil","9949.449mil","7854.575mil","T","270.00","Thermistor A"
"U2","SOIC8","11510mil","8350.008mil","11510mil","8350.008mil","11435mil","8257.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","10587.793mil","8350.011mil","10587.793mil","8350.011mil","10512.793mil","8257.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","11700mil","9467.173mil","11700mil","8603mil","11700mil","8709.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","9770mil","9438.827mil","9770mil","10303mil","9770mil","10196.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","11030mil","8353mil","11030mil","8353mil","11067.402mil","8396.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","11140mil","8893mil","11140mil","8893mil","11140mil","8926mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","11590mil","8173mil","11590mil","8173mil","11623mil","8173mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","10156.926mil","8236.777mil","10156.926mil","8236.777mil","10123.926mil","8236.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","10156.929mil","8429.675mil","10156.929mil","8429.675mil","10123.929mil","8429.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","11590mil","8533mil","11590mil","8533mil","11623mil","8533mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","11770mil","8273mil","11770mil","8273mil","11770mil","8306mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","11350mil","8273mil","11350mil","8273mil","11350mil","8306mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","11190mil","8273mil","11190mil","8273mil","11190mil","8306mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","11770mil","8433mil","11770mil","8433mil","11770mil","8400mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","11450mil","8533mil","11450mil","8533mil","11417mil","8533mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","11450mil","8173mil","11450mil","8173mil","11417mil","8173mil","T","360.00","Resistor"
